awards,corporations,draft,expansions,generations,map,milestones,players,scores,timestamp,wgt,country,colonies,rank,key 
,"['BEGINNER', 'BEGINNER']",NO,,12,THARSIS,,2,"['91', '83']",1586704084064,NO,PL,,0,-M4ivii9lnQepNUqvrZD
"['CELEBRITY', 'INDUSTRIALIST', 'BENEFACTOR']","['PHOBOLOG', 'ECOLINE', 'POINT LUNA', 'POSEIDON']",YES,"['CORPORATE', 'VENUS', 'PRELUDE', 'COLONIES']",10,ELYSIUM,"['GENERALIST', 'ECOLOGIST', 'TYCOON']",4,"['134', '123', '109', '98']",1586710504362,NO,PL,"['CERES', 'EUROPA', 'GANYMEDE', 'IO', 'PLUTO', 'TRITON']",0,-M4jJD8oIi2Ns5RWDhN_
"['INDUSTRIALIST', 'BENEFACTOR', 'VENUPHILE']","['ROBINSON INDUSTRIES', 'STORMCRAFT']",NO,"['CORPORATE', 'VENUS', 'PRELUDE', 'COLONIES', 'TURMOIL']",11,ELYSIUM,"['GENERALIST', 'SPECIALIST', 'HOVERLORD']",2,"['108', '81']",1586711353489,YES,JP,"['CALLISTO', 'CERES', 'EUROPA', 'TITAN', 'TRITON']",0,-M4jMSSOecNj3bTFLKM-
"['SCIENTIST', 'THERMALIST', 'MINER']","['CREDICOR', 'THARSIS REPUBLIC', 'THORGATE', 'MINING GUILD']",YES,['CORPORATE'],9,THARSIS,"['MAYOR', 'GARDENER', 'BUILDER']",4,"['66', '57', '56', '53']",1586712917859,NO,HU,,3,-M4jSQPc5UBIBoR5tLeD
"['LANDLORD', 'SCIENTIST']","['THARSIS REPUBLIC', 'PHOBOLOG', 'THORGATE']",YES,,13,THARSIS,"['MAYOR', 'BUILDER']",3,"['113', '100', '93']",1586713020226,NO,CA,,0,-M4jSoQqTrTZ3BalkXKX
"['SPACE BARON', 'CONTRACTOR']","['UTOPIA', 'TERALABS', 'LAKEFRONT RESORTS']",YES,"['CORPORATE', 'VENUS', 'TURMOIL']",12,HELLAS,"['DIVERSIFIER', 'TACTICIAN', 'POLAR EXPLORER']",3,"['84', '81', '72']",1586715392780,NO,CH,,2,-M4jardiIYP3hKTqrYFf
"['INDUSTRIALIST', 'DESERT SETTLER', 'BENEFACTOR']","['POINT LUNA', 'RECYCLON']",YES,"['CORPORATE', 'VENUS', 'PRELUDE', 'COLONIES', 'TURMOIL']",9,ELYSIUM,"['GENERALIST', 'SPECIALIST', 'ECOLOGIST']",2,"['82', '80']",1586722658026,YES,SK,"['CERES', 'GANYMEDE', 'MIRANDA', 'PLUTO', 'TRITON']",1,-M4k1_OTyIeW9kgprkcV
"['CULTIVATOR', 'MAGNATE', 'VENUPHILE']","['VIRON', 'MINING GUILD', 'CELESTIC', 'PRISTAR', 'UNMI']",NO,"['CORPORATE', 'VENUS', 'PRELUDE']",7,HELLAS,"['DIVERSIFIER', 'TACTICIAN', 'HOVERLORD']",5,"['70', '57', '50', '49', '45']",1586725230620,YES,US,,3,-M4kBOUuiUooqAw2-Yot
"['INDUSTRIALIST', 'BENEFACTOR']","['CREDICOR', 'PHOBOLOG']",YES,"['CORPORATE', 'COLONIES']",9,ELYSIUM,"['GENERALIST', 'TYCOON', 'LEGEND']",2,"['106', '72']",1586725547096,NO,DE,"['CALLISTO', 'EUROPA', 'LUNA', 'MIRANDA', 'TRITON']",1,-M4kCahF9pltS9JNIT95
"['CULTIVATOR', 'CONTRACTOR']","['TERALABS', 'UTOPIA']",NO,"['CORPORATE', 'VENUS', 'PRELUDE', 'COLONIES', 'TURMOIL']",10,HELLAS,"['DIVERSIFIER', 'TACTICIAN', 'ENERGIZER']",2,"['109', '95']",1586730950489,NO,US,"['CERES', 'ENCELADUS', 'EUROPA', 'MIRANDA', 'TRITON']",1,-M4kXCwR6TUkuuXnkPmp
"['INDUSTRIALIST', 'DESERT SETTLER', 'VENUPHILE']","['FACTORUM', 'MORNING STAR']",YES,"['CORPORATE', 'VENUS', 'PRELUDE', 'COLONIES', 'TURMOIL']",10,ELYSIUM,"['GENERALIST', 'SPECIALIST', 'HOVERLORD']",2,"['115', '81']",1586734542946,YES,DE,"['CERES', 'ENCELADUS', 'EUROPA', 'PLUTO', 'TRITON']",0,-M4kjuy0cJ2OqPr74311
"['LANDLORD', 'BANKER', 'THERMALIST']","['HELION', 'FACTORUM', 'PHILARES']",YES,"['CORPORATE', 'VENUS', 'TURMOIL']",14,THARSIS,"['MAYOR', 'GARDENER', 'BUILDER']",3,"['118', '115', '103']",1586736236444,YES,CH,,2,-M4kqNOJh0QhfnR_gvhp
"['MAGNATE', 'SPACE BARON', 'EXCENTRIC']","['VITOR', 'TERALABS']",YES,"['CORPORATE', 'VENUS', 'PRELUDE', 'COLONIES', 'TURMOIL']",13,HELLAS,"['DIVERSIFIER', 'ENERGIZER', 'HOVERLORD']",2,"['130', '110']",1586740311776,YES,US,"['EUROPA', 'GANYMEDE', 'IO', 'LUNA', 'PLUTO']",1,-M4l4vP2YupffX7vHEm-
"['CULTIVATOR', 'MAGNATE', 'CONTRACTOR']","['CELESTIC', 'APHRODITE']",NO,"['CORPORATE', 'VENUS', 'PRELUDE', 'COLONIES']",13,HELLAS,"['ENERGIZER', 'RIM SETTLER', 'HOVERLORD']",2,"['153', '116']",1586765136084,NO,,"['CALLISTO', 'GANYMEDE', 'IO', 'MIRANDA', 'TITAN']",1,-M4mZbzraeSNfTE0BsuS
,"['UNMI', 'MINING GUILD']",YES,['CORPORATE'],14,THARSIS,,2,"['100', '92']",1586765651513,NO,GR,,1,-M4ma_q7ixw61HwNW9n6
,"['MINING GUILD', 'THORGATE']",YES,['CORPORATE'],12,THARSIS,,2,"['114', '84']",1586765689584,NO,GR,,1,-M4maj7ySJ4uYyEVo5ck
,"['MINING GUILD', 'INVENTRIX']",YES,['CORPORATE'],13,THARSIS,,2,"['105', '90']",1586765720449,NO,GR,,1,-M4maqfIlM1y0GoEKvwL
,"['UNMI', 'CREDICOR']",YES,['CORPORATE'],15,THARSIS,,2,"['130', '79']",1586765757511,NO,GR,,1,-M4maziLzg-3v0TDCAPI
,"['THARSIS REPUBLIC', 'SATURN SYSTEMS']",YES,['CORPORATE'],14,THARSIS,,2,"['101', '82']",1586765786997,NO,GR,,0,-M4mb5v5N-bD5qbqcEy-
,"['INTERPLAN. CINEMATICS', 'CREDICOR']",YES,['CORPORATE'],12,THARSIS,,2,"['91', '88']",1586765818582,NO,GR,,0,-M4mbDcao-Tq-Samq-TC
,"['MINING GUILD', 'BEGINNER']",YES,['CORPORATE'],13,THARSIS,,2,"['109', '71']",1586765862279,NO,GR,,0,-M4mbOIMd6UpugBZyJPQ
,"['THARSIS REPUBLIC', 'INTERPLAN. CINEMATICS']",YES,['CORPORATE'],14,THARSIS,,2,"['104', '93']",1586765907032,NO,GR,,0,-M4mbZDebo954MXEMj-L
,"['INTERPLAN. CINEMATICS', 'UNMI']",YES,['CORPORATE'],13,THARSIS,,2,"['120', '81']",1586765938146,NO,GR,,0,-M4mbfomwHwVc-PV60hw
,"['PHOBOLOG', 'INVENTRIX']",YES,['CORPORATE'],12,THARSIS,,2,"['75', '74']",1586765970539,NO,GR,,1,-M4mbniunNW1eNRUDrqt
,"['SATURN SYSTEMS', 'HELION']",YES,['CORPORATE'],15,THARSIS,,2,"['160', '120']",1586766002971,NO,GR,,1,-M4mbvdfygon4JLLzQT7
,"['THARSIS REPUBLIC', 'PHOBOLOG']",YES,['CORPORATE'],13,THARSIS,,2,"['99', '96']",1586766052256,NO,GR,,0,-M4mc6fmqyTbVxWVIDzv
,"['INTERPLAN. CINEMATICS', 'TERACTOR']",YES,['CORPORATE'],12,THARSIS,,2,"['101', '73']",1586766078320,NO,GR,,0,-M4mcD21iNTd5iWpMjvJ
,"['ECOLINE', 'INVENTRIX']",YES,['CORPORATE'],16,THARSIS,,2,"['148', '116']",1586766107504,NO,GR,,1,-M4mcKA1VbSfvNINJaPT
,"['THARSIS REPUBLIC', 'INTERPLAN. CINEMATICS']",YES,['CORPORATE'],12,THARSIS,,2,"['90', '89']",1586766148759,NO,GR,,1,-M4mcUEePQAnLpELjiEX
,"['TERACTOR', 'UNMI']",YES,['CORPORATE'],14,THARSIS,,2,"['111', '101']",1586766175190,NO,GR,,1,-M4mc_ge8D6j43CLKd4Z
,"['PHOBOLOG', 'SATURN SYSTEMS']",YES,['CORPORATE'],15,THARSIS,,2,"['119', '111']",1586766202775,NO,GR,,0,-M4mcgQeRfm1yqjKGQUb
,"['INVENTRIX', 'SATURN SYSTEMS']",YES,['CORPORATE'],16,THARSIS,,2,"['126', '121']",1586766231825,NO,GR,,0,-M4mcnWXaUhHWdD3pX8X
,"['THORGATE', 'INTERPLAN. CINEMATICS']",YES,['CORPORATE'],12,THARSIS,,2,"['84', '80']",1586766266456,NO,GR,,1,-M4mcvyeOIKTHbuIMdLm
,"['PHOBOLOG', 'INVENTRIX']",YES,['CORPORATE'],15,THARSIS,,2,"['111', '105']",1586766300839,NO,GR,,1,-M4md3Muo6tr747Q7xM8
,"['PHOBOLOG', 'THORGATE']",YES,['CORPORATE'],13,THARSIS,,2,"['131', '76']",1586766328196,NO,GR,,0,-M4mdA2Kav9AbMahZhyB
"['INDUSTRIALIST', 'ESTATE DEALER', 'BENEFACTOR']","['TERACTOR', 'ECOLINE', 'POINT LUNA']",YES,"['CORPORATE', 'PRELUDE']",8,ELYSIUM,"['SPECIALIST', 'ECOLOGIST', 'LEGEND']",3,"['81', '75', '73']",1586778116,NO,SE,,0,-M4nL89Y9OCaOkDryHd5
"['SCIENTIST', 'THERMALIST', 'MINER']","['UNMI', 'THARSIS REPUBLIC']",NO,"['CORPORATE', 'COLONIES']",16,THARSIS,"['TERRAFORMER', 'BUILDER', 'PLANNER']",2,"['187', '126']",1586780794124,NO,HU,"['CALLISTO', 'CERES', 'EUROPA', 'GANYMEDE', 'MIRANDA']",0,-M4nVLmDo_DIfsRQgrKY
"['LANDLORD', 'SCIENTIST', 'THERMALIST']","['POSEIDON', 'THORGATE']",YES,"['CORPORATE', 'COLONIES']",12,THARSIS,"['TERRAFORMER', 'MAYOR', 'BUILDER']",2,"['114', '94']",1586795102255,NO,DE,"['CALLISTO', 'CERES', 'IO', 'LUNA', 'MIRANDA']",1,-M4oLvxZmShZGvY6lpXR
"['INDUSTRIALIST', 'DESERT SETTLER', 'ESTATE DEALER']","['MANUTECH', 'MONS INSURANCE']",YES,"['CORPORATE', 'VENUS', 'PRELUDE', 'COLONIES', 'TURMOIL']",11,ELYSIUM,"['SPECIALIST', 'ECOLOGIST', 'LEGEND']",2,"['105', '95']",1586797733731,YES,SK,"['CALLISTO', 'ENCELADUS', 'GANYMEDE', 'IO', 'LUNA']",0,-M4oVyQHgrfhte4BatUe
"['LANDLORD', 'BANKER', 'THERMALIST']","['TERACTOR', 'SATURN SYSTEMS', 'THARSIS REPUBLIC', 'BEGINNER']",YES,['CORPORATE'],10,THARSIS,"['MAYOR', 'GARDENER', 'PLANNER']",4,"['92', '82', '74', '72']",1586799015540,NO,US,,0,-M4o_rNjet0cQtVPPjWa
"['SPACE BARON', 'EXCENTRIC', 'CONTRACTOR']","['TERACTOR', 'VALLEY TRUST']",YES,"['CORPORATE', 'PRELUDE', 'COLONIES']",13,HELLAS,"['DIVERSIFIER', 'TACTICIAN', 'ENERGIZER']",2,"['148', '113']",1586800006809,NO,DE,"['CALLISTO', 'ENCELADUS', 'LUNA', 'MIRANDA', 'TITAN']",0,-M4oddMpW_dcTDGnGHUt
"['INDUSTRIALIST', 'ESTATE DEALER', 'BENEFACTOR']","['MANUTECH', 'MINING GUILD']",NO,"['CORPORATE', 'VENUS', 'PRELUDE', 'COLONIES']",11,ELYSIUM,"['GENERALIST', 'SPECIALIST', 'HOVERLORD']",2,"['117', '94']",1586803758291,NO,GB,"['CERES', 'IO', 'PLUTO', 'TITAN', 'TRITON']",0,-M4orxG9DYbAw724L3Ql
"['LANDLORD', 'THERMALIST', 'MINER']","['INTERPLAN. CINEMATICS', 'MINING GUILD', 'ECOLINE']",YES,"['CORPORATE', 'VENUS', 'PRELUDE']",11,THARSIS,"['MAYOR', 'GARDENER', 'PLANNER']",3,"['105', '98', '92']",1586804871516,NO,,,2,-M4owC1qf6N8VOEHfvzK
"['SCIENTIST', 'THERMALIST', 'MINER']","['MINING GUILD', 'SATURN SYSTEMS', 'ECOLINE']",NO,['CORPORATE'],14,THARSIS,"['GARDENER', 'BUILDER', 'PLANNER']",3,"['88', '84', '75']",1586804945955,NO,HU,,2,-M4owUDbkspPtxuz_5Sy
"['LANDLORD', 'BANKER', 'SCIENTIST']","['MINING GUILD', 'ECOLINE', 'SATURN SYSTEMS']",YES,['CORPORATE'],11,THARSIS,"['MAYOR', 'GARDENER', 'BUILDER']",3,"['85', '82', '75']",1586806083531,NO,HU,,2,-M4p-owrflTH4g4bcUs9
"['LANDLORD', 'THERMALIST', 'MINER']","['UTOPIA', 'PHOBOLOG']",YES,"['CORPORATE', 'VENUS', 'PRELUDE', 'COLONIES', 'TURMOIL']",9,THARSIS,"['TERRAFORMER', 'BUILDER', 'PLANNER']",2,"['98', '78']",1586809547247,YES,DE,"['CALLISTO', 'IO', 'LUNA', 'PLUTO', 'TRITON']",0,-M4pD1ZfTx2TBW_U--Tk
"['INDUSTRIALIST', 'ESTATE DEALER', 'BENEFACTOR']","['CHEUNG SHING MARS', 'UNMI']",YES,"['CORPORATE', 'PRELUDE']",11,ELYSIUM,"['GENERALIST', 'SPECIALIST', 'LEGEND']",2,"['112', '105']",1586811137101,NO,,,0,-M4pJ5hpV7OCilvHaOyY
"['CULTIVATOR', 'SPACE BARON', 'EXCENTRIC']","['MANUTECH', 'MINING GUILD']",NO,"['CORPORATE', 'VENUS', 'PRELUDE', 'COLONIES']",11,HELLAS,"['DIVERSIFIER', 'ENERGIZER', 'HOVERLORD']",2,"['108', '94']",1586812508470,NO,GB,"['CERES', 'GANYMEDE', 'LUNA', 'TITAN', 'TRITON']",0,-M4pOKWx73TDO6gj1LgK
"['INDUSTRIALIST', 'DESERT SETTLER', 'BENEFACTOR']","['VITOR', 'ARIDOR']",YES,"['CORPORATE', 'VENUS', 'PRELUDE', 'COLONIES', 'TURMOIL']",11,ELYSIUM,"['GENERALIST', 'SPECIALIST', 'ECOLOGIST']",2,"['74', '72']",1586831975261,YES,US,"['ENCELADUS', 'GANYMEDE', 'MIRANDA', 'PLUTO', 'TITAN']",0,-M4qYaBCllX3WzrN1Bkt
"['BANKER', 'SCIENTIST']","['ARIDOR', 'POINT LUNA']",NO,"['CORPORATE', 'VENUS', 'PRELUDE', 'COLONIES']",11,THARSIS,"['TERRAFORMER', 'GARDENER', 'BUILDER']",2,"['125', '104']",1586844841247,NO,AT,"['ENCELADUS', 'EUROPA', 'IO', 'LUNA', 'PLUTO', 'TRITON']",0,-M4rJfGdDEQoOobYlYSA
"['SPACE BARON', 'EXCENTRIC', 'VENUPHILE']","['INVENTRIX', 'MORNING STAR', 'CELESTIC']",YES,"['CORPORATE', 'VENUS', 'PRELUDE']",11,HELLAS,"['DIVERSIFIER', 'ENERGIZER', 'RIM SETTLER']",3,"['107', '106', '96']",1586879876548,NO,,,0,-M4tPJoPPytFLnzjjaIT
"['BANKER', 'THERMALIST', 'MINER']","['CREDICOR', 'THORGATE', 'TERACTOR']",YES,['CORPORATE'],12,THARSIS,"['MAYOR', 'GARDENER', 'BUILDER']",3,"['87', '85', '58']",1586885092488,NO,GB,,1,-M4tiDDzDpdY3rixIQQh
"['BANKER', 'SCIENTIST', 'MINER']","['TERACTOR', 'MINING GUILD']",YES,['CORPORATE'],13,THARSIS,"['MAYOR', 'BUILDER', 'PLANNER']",2,"['143', '111']",1586895695081,NO,US,,0,-M4uLemdgJKzJtrNi288
"['MAGNATE', 'SPACE BARON', 'CONTRACTOR']","['ARIDOR', 'HELION']",NO,"['CORPORATE', 'COLONIES']",11,HELLAS,"['DIVERSIFIER', 'ENERGIZER', 'RIM SETTLER']",2,"['129', '84']",1586902139397,NO,DE,"['GANYMEDE', 'MIRANDA', 'PLUTO', 'TITAN', 'TRITON']",0,-M4ujF4SqT5ODaggKHpH
"['LANDLORD', 'THERMALIST']","['HELION', 'THARSIS REPUBLIC', 'SATURN SYSTEMS']",YES,['CORPORATE'],11,THARSIS,"['MAYOR', 'GARDENER', 'BUILDER']",3,"['105', '92', '81']",1586927347856,NO,US,,0,-M4wEPW8NhiS2FW7vj_l
"['LANDLORD', 'BANKER', 'SCIENTIST']","['INTERPLAN. CINEMATICS', 'THARSIS REPUBLIC', 'THORGATE']",YES,['CORPORATE'],12,THARSIS,"['MAYOR', 'BUILDER', 'PLANNER']",3,"['90', '86', '82']",1586934533737,NO,US,,2,-M4weoscAoK2GqnPjcEv
"['CULTIVATOR', 'SPACE BARON', 'EXCENTRIC']","['ARCADIAN COMMUNITIES', 'ARKLIGHT']",YES,"['CORPORATE', 'PRELUDE', 'COLONIES']",11,HELLAS,"['DIVERSIFIER', 'ENERGIZER', 'RIM SETTLER']",2,"['119', '108']",1586937016983,NO,,"['ENCELADUS', 'GANYMEDE', 'LUNA', 'MIRANDA', 'TRITON']",0,-M4woI6hzf7yDRVe4vBR
"['CULTIVATOR', 'SPACE BARON', 'EXCENTRIC']","['ARKLIGHT', 'ARCADIAN COMMUNITIES']",YES,"['CORPORATE', 'PRELUDE', 'COLONIES']",11,HELLAS,"['DIVERSIFIER', 'ENERGIZER', 'RIM SETTLER']",2,"['119', '108']",1586937162860,NO,,"['ENCELADUS', 'GANYMEDE', 'LUNA', 'MIRANDA', 'TRITON']",1,-M4woqhE65CLjQDP_hra
"['LANDLORD', 'BANKER', 'SCIENTIST']","['MINING GUILD', 'SATURN SYSTEMS', 'ECOLINE', 'ROBINSON INDUSTRIES']",YES,"['CORPORATE', 'PRELUDE']",9,THARSIS,"['MAYOR', 'BUILDER', 'PLANNER']",4,"['80', '76', '75', '63']",1586954821654,NO,SE,,2,-M4xsCxqy-iJZhraWSni
"['EXCENTRIC', 'CONTRACTOR', 'VENUPHILE']","['FACTORUM', 'MONS INSURANCE', 'APHRODITE']",YES,"['CORPORATE', 'VENUS', 'TURMOIL']",13,HELLAS,"['DIVERSIFIER', 'TACTICIAN', 'ENERGIZER']",3,"['89', '81', '75']",1586972343005,NO,CH,,2,-M4yv2cope4oUVXbWPVi
"['BANKER', 'SCIENTIST', 'THERMALIST']","['UNMI', 'THORGATE']",NO,"['CORPORATE', 'PRELUDE', 'COLONIES', 'TURMOIL']",12,THARSIS,"['TERRAFORMER', 'MAYOR', 'BUILDER']",2,"['99', '93']",1587022564132,NO,RS,"['CALLISTO', 'IO', 'LUNA', 'MIRANDA', 'TITAN']",0,-M50uce7zfIDGb4IHJ4H
"['LANDLORD', 'SCIENTIST', 'MINER']","['MINING GUILD', 'ECOLINE', 'INVENTRIX']",NO,,12,THARSIS,"['TERRAFORMER', 'GARDENER', 'BUILDER']",3,"['70', '60', '60']",1587035690440,NO,MT,,1,-M51ghJ6_krYHpSQEZPn
"['LANDLORD', 'BANKER', 'THERMALIST']","['ECOLINE', 'INTERPLAN. CINEMATICS', 'INVENTRIX', 'HELION']",NO,['CORPORATE'],9,THARSIS,"['TERRAFORMER', 'MAYOR', 'GARDENER']",4,"['75', '52', '48', '47']",1587036598310,NO,,,0,-M51k9yZSy-JAecaOztr
"['DESERT SETTLER', 'ESTATE DEALER', 'BENEFACTOR']","['FACTORUM', 'INVENTRIX']",YES,"['CORPORATE', 'VENUS', 'PRELUDE', 'COLONIES', 'TURMOIL']",13,ELYSIUM,"['ECOLOGIST', 'TYCOON', 'LEGEND']",2,"['116', '104']",1587039411822,NO,FR,"['CALLISTO', 'EUROPA', 'LUNA', 'MIRANDA', 'TRITON']",1,-M51utoY06PquNEFCVcd
"['LANDLORD', 'THERMALIST', 'MINER']","['MINING GUILD', 'HELION']",NO,"['CORPORATE', 'PRELUDE', 'COLONIES', 'TURMOIL']",10,THARSIS,"['TERRAFORMER', 'GARDENER']",2,"['100', '98']",1587048798540,NO,US,,1,-M52ThZ6m-Zq4Mm6mzrk
"['LANDLORD', 'BANKER', 'SCIENTIST']","['POINT LUNA', 'ECOLINE', 'TERACTOR']",NO,"['CORPORATE', 'PRELUDE', 'COLONIES', 'TURMOIL']",9,THARSIS,"['TERRAFORMER', 'GARDENER', 'BUILDER']",3,"['117', '86', '83']",1587048878417,NO,US,,2,-M52U034oIOHbBZUwJ7t
"['LANDLORD', 'BANKER', 'MINER']","['POINT LUNA', 'THORGATE', 'MINING GUILD']",NO,"['CORPORATE', 'PRELUDE', 'COLONIES']",7,THARSIS,"['TERRAFORMER', 'MAYOR', 'BUILDER']",3,"['83', '72', '56']",1587048963520,NO,US,,1,-M52UKprdGF8n0CbXBBk
"['LANDLORD', 'BANKER', 'MINER']","['ROBINSON INDUSTRIES', 'CREDICOR', 'UTOPIA']",NO,"['CORPORATE', 'PRELUDE', 'COLONIES']",9,THARSIS,"['TERRAFORMER', 'GARDENER', 'BUILDER']",3,"['109', '107', '103']",1587049076612,NO,US,,1,-M52UlRwTZQcszBr7fdL
"['LANDLORD', 'BANKER', 'MINER']","['POLYPHEMOS', 'THORGATE']",NO,"['CORPORATE', 'PRELUDE', 'COLONIES', 'TURMOIL']",9,THARSIS,"['TERRAFORMER', 'GARDENER']",2,"['124', '86']",1587049139213,NO,US,,0,-M52V-j3rSNcsZ9LTGE0
"['LANDLORD', 'BANKER', 'THERMALIST']","['THORGATE', 'ARIDOR', 'LAKEFRONT RESORTS']",NO,"['CORPORATE', 'PRELUDE', 'COLONIES', 'TURMOIL']",8,THARSIS,"['TERRAFORMER', 'GARDENER']",3,"['104', '93', '74']",1587049233716,NO,US,,2,-M52VMndqBoy4Zg0ubIZ
"['SPACE BARON', 'EXCENTRIC', 'CONTRACTOR']","['MONS INSURANCE', 'VIRON']",NO,"['CORPORATE', 'VENUS', 'TURMOIL']",16,HELLAS,"['DIVERSIFIER', 'TACTICIAN', 'ENERGIZER']",2,"['152', '117']",1587058291283,NO,CH,,1,-M531v4Lbt4FMNOcfZq6
['MINER'],"['PHOBOLOG', 'THARSIS REPUBLIC', 'SATURN SYSTEMS']",YES,['CORPORATE'],10,THARSIS,"['TERRAFORMER', 'MAYOR', 'GARDENER']",3,"['71', '69', '55']",1587067700458,NO,US,,0,-M53aoHTKaH39aQiqkgg
"['LANDLORD', 'SCIENTIST', 'THERMALIST']","['SATURN SYSTEMS', 'THARSIS REPUBLIC', 'THORGATE']",YES,['CORPORATE'],12,THARSIS,"['TERRAFORMER', 'MAYOR', 'PLANNER']",3,"['82', '81', '77']",1587076995604,NO,US,,0,-M549GbGNnLPqWjjoB0b
"['SCIENTIST', 'THERMALIST', 'VENUPHILE']","['PHILARES', 'APHRODITE', 'POINT LUNA']",YES,"['CORPORATE', 'VENUS', 'PRELUDE', 'COLONIES', 'TURMOIL']",11,THARSIS,"['GARDENER', 'BUILDER', 'PLANNER']",3,"['116', '96', '90']",1587079330340,YES,DE,"['CERES', 'EUROPA', 'GANYMEDE', 'IO', 'MIRANDA']",1,-M54IA_bRcWINma3O8rI
"['SCIENTIST', 'THERMALIST', 'MINER']","['SATURN SYSTEMS', 'THORGATE', 'THARSIS REPUBLIC']",YES,['CORPORATE'],12,THARSIS,"['MAYOR', 'BUILDER', 'PLANNER']",3,"['128', '85', '80']",1587105505086,NO,US,,0,-M55r0vzy57673Yu3p9F
"['LANDLORD', 'THERMALIST', 'MINER']","['THARSIS REPUBLIC', 'ECOLINE', 'MINING GUILD']",YES,['CORPORATE'],10,THARSIS,"['MAYOR', 'GARDENER', 'BUILDER']",3,"['86', '84', '76']",1587110318985,NO,US,,0,-M568OC3bp2uSEwuCClK
"['BANKER', 'THERMALIST', 'MINER']","['MINING GUILD', 'SATURN SYSTEMS', 'THORGATE']",YES,['CORPORATE'],10,THARSIS,"['MAYOR', 'GARDENER', 'BUILDER']",3,"['85', '82', '80']",1587135184699,NO,GB,,2,-M57cEv9SoqsOO5QW7cV
"['DESERT SETTLER', 'BENEFACTOR']","['TERACTOR', 'PHOBOLOG', 'THARSIS REPUBLIC']",NO,"['CORPORATE', 'VENUS', 'TURMOIL']",12,ELYSIUM,"['GENERALIST', 'SPECIALIST', 'TYCOON']",3,"['90', '85', '80']",1587138641169,NO,CH,,2,-M57pQjXzb1oNT3gbQ6Y
"['CULTIVATOR', 'EXCENTRIC', 'VENUPHILE']","['APHRODITE', 'HELION']",NO,"['CORPORATE', 'VENUS', 'PRELUDE', 'COLONIES', 'TURMOIL']",11,HELLAS,"['DIVERSIFIER', 'TACTICIAN', 'ENERGIZER']",2,"['118', '101']",1587152662519,YES,JP,"['CALLISTO', 'ENCELADUS', 'GANYMEDE', 'IO', 'TITAN']",0,-M58euvI-MA_C8wM0UwN
"['INDUSTRIALIST', 'DESERT SETTLER', 'VENUPHILE']","['TERALABS', 'PRISTAR']",YES,"['CORPORATE', 'VENUS', 'PRELUDE', 'COLONIES', 'TURMOIL']",11,ELYSIUM,"['GENERALIST', 'TYCOON', 'HOVERLORD']",2,"['150', '134']",1587153693614,NO,HU,"['CALLISTO', 'CERES', 'IO', 'TITAN', 'TRITON']",0,-M58iqfTKgxPDdp2TKOK
"['LANDLORD', 'SCIENTIST', 'MINER']","['SEPTEM TRIBUS', 'THORGATE']",NO,"['CORPORATE', 'VENUS', 'PRELUDE', 'COLONIES', 'TURMOIL']",12,THARSIS,"['MAYOR', 'PLANNER', 'HOVERLORD']",2,"['121', '89']",1587157126998,YES,JP,"['EUROPA', 'IO', 'LUNA', 'TITAN', 'TRITON']",1,-M58vwtBKzPXg6EBZAmq
"['BANKER', 'SCIENTIST', 'THERMALIST']","['MONS INSURANCE', 'ECOLINE']",YES,"['CORPORATE', 'PRELUDE']",15,THARSIS,"['MAYOR', 'GARDENER', 'BUILDER']",2,"['116', '111']",1587158035127,NO,,,0,-M58zPbvyai4TxzQO5l3
"['CELEBRITY', 'ESTATE DEALER', 'BENEFACTOR']","['CHEUNG SHING MARS', 'UNMI']",NO,['PRELUDE'],12,ELYSIUM,"['GENERALIST', 'SPECIALIST', 'ECOLOGIST']",2,"['118', '95']",1587170288900,NO,US,,0,-M59i9INR0jvqYuzhBEc
"['BANKER', 'SCIENTIST']","['TERACTOR', 'HELION', 'SATURN SYSTEMS', 'INVENTRIX']",YES,['CORPORATE'],9,THARSIS,"['TERRAFORMER', 'MAYOR', 'GARDENER']",4,"['65', '57', '56', '49']",1587183568556,NO,US,,0,-M5AVoOUw0T1zAizcXz8
"['LANDLORD', 'BANKER', 'THERMALIST']","['INVENTRIX', 'THARSIS REPUBLIC', 'TERACTOR', 'ECOLINE']",YES,['CORPORATE'],11,THARSIS,"['MAYOR', 'GARDENER', 'PLANNER']",4,"['88', '84', '79', '74']",1587191194655,NO,US,,0,-M5AxuEQMUt_0_mPviSb
"['CULTIVATOR', 'MAGNATE', 'EXCENTRIC']","['SATURN SYSTEMS', 'ECOLINE', 'THARSIS REPUBLIC', 'POLYPHEMOS', 'MINING GUILD']",NO,"['CORPORATE', 'PRELUDE', 'COLONIES', 'TURMOIL']",8,HELLAS,"['DIVERSIFIER', 'POLAR EXPLORER', 'RIM SETTLER']",5,"['90', '75', '75', '57', '46']",1587204953836,NO,RS,"['CALLISTO', 'CERES', 'EUROPA', 'IO', 'LUNA', 'MIRANDA', 'TITAN']",3,-M5BmOO4TmBPldSUUgCo
